Issued,Paid,Status,Location,Ward,Ticket Destination,Zone Name,Outstanding,Contravention,Contravention Description
06/04/2019 19:33,£0.00,Post CC,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£90.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 19:34,£0.00,Cancelled,Chorlton Street,Piccadilly,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
06/04/2019 19:37,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 19:40,£0.00,Post CC,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£90.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 19:41,-£25.00,Pre-NtO Discount,York Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
06/04/2019 19:43,£0.00,Cancelled,Bury Old Road,Crumpsall,Spoil,Restricted Area,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 19:49,-£35.00,Pre-NtO Discount,Byrom Street (City Centre : ZONEB),Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 19:49,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 19:52,-£50.00,Post NtO,Bloom Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6,Parked without clearly displaying a valid pay & display ticket or voucher 
06/04/2019 19:52,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 19:53,-£70.00,Post NtO,Byrom Street (City Centre : ZONEB),Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 19:54,-£30.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 19:59,£0.00,Post NtO,Burnage Lane (Burnage),Burnage,Affixed to vehicle,No Waiting At Any Time,£70.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 20:07,£0.00,Post CC,Wilbraham Road (South of Barlow Moor Road),Chorlton,CCTV Issue,Bus Lane,£90.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 20:09,-£35.00,Pre-NtO Discount,Liverpool Road,Deansgate,Affixed to vehicle,Bus Parking Place,£0.00,23,Parked in a parking place or area not designated for that class of vehicle 
06/04/2019 20:12,-£70.00,Post NtO,Sidney Street,Hulme,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
06/04/2019 20:13,-£35.00,Pre-NtO Discount,Liverpool Road,Deansgate,Affixed to vehicle,Bus Parking Place,£0.00,23,Parked in a parking place or area not designated for that class of vehicle 
06/04/2019 20:16,£0.00,Post CC,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£90.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 20:22,-£35.00,Pre-NtO Discount,Oxford Road (Ardwick),Ardwick,Affixed to vehicle,No Loading at Any Time,£0.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
06/04/2019 20:23,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 20:24,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 20:24,-£35.00,Post NtO,Wilbraham Road (Chorlton),Chorlton,Postal-vehicle drive away,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 20:25,-£35.00,Pre-NtO Discount,Wilbraham Road (Chorlton),Chorlton,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 20:25,-£35.00,Post NtO,Wilbraham Road (Chorlton),Chorlton,Postal-vehicle drive away,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 20:26,£0.00,Post NtO,Oxford Road (City Centre),Deansgate,Handed To Driver,No Loading at Any Time,£70.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
06/04/2019 20:28,-£35.00,Pre-NtO Discount,Wilbraham Road (Chorlton),Chorlton,Affixed to vehicle,Bus Stop,£0.00,47,Stopped on a restricted bus stop or stand  
06/04/2019 20:38,-£35.00,Pre-NtO Discount,Liverpool Road,Deansgate,Affixed to vehicle,Bus Parking Place,£0.00,23,Parked in a parking place or area not designated for that class of vehicle 
06/04/2019 20:38,£0.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£30.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 20:40,-£35.00,Pre-NtO Discount,St Marys Street (City Centre),Deansgate,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
06/04/2019 20:43,£0.00,Pre-NtO Full Rate,Liverpool Road,Deansgate,Affixed to vehicle,No Waiting At Any Time,£70.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 20:44,£0.00,Post NtO,St Marys Street (City Centre),Deansgate,Affixed to vehicle,Disabled Persons Parking Place,£70.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
06/04/2019 20:44,£0.00,Post NtO,Oxney Road,Rusholme,Affixed to vehicle,No Waiting At Any Time,£70.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 20:47,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 20:48,-£35.00,Pre-NtO Discount,St Marys Street (City Centre),Deansgate,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
06/04/2019 20:48,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 20:51,£0.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£30.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 20:53,-£35.00,Pre-NtO Discount,Dagenham Road,Rusholme,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 20:54,-£25.00,Pre-NtO Discount,Travis Street (station) Car Park,Piccadilly,Affixed to vehicle,Car Park,£0.00,82,Parked after the expiry of paid for time  
06/04/2019 21:04,£0.00,Post CC,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£90.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 21:07,£0.00,Pre-NtO Full Rate,Liverpool Road,Deansgate,Affixed to vehicle,Taxi Clearway,£70.00,45,Parked on a taxi rank  
06/04/2019 21:07,£0.00,Post NtO,St Ann Street,Deansgate,Affixed to vehicle,GV Loading Bay,£35.00,23,Parked in a parking place or area not designated for that class of vehicle 
06/04/2019 21:08,-£35.00,Pre-NtO Discount,Liverpool Road,Deansgate,Affixed to vehicle,Taxi Stand,£0.00,45,Parked on a taxi rank  
06/04/2019 21:15,-£35.00,Pre-NtO Discount,Park Crescent,Rusholme,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 21:16,-£35.00,Pre-NtO Discount,St Ann Street,Deansgate,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
06/04/2019 21:17,-£35.00,Pre-NtO Discount,Hardman Street,Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,23,Parked in a parking place or area not designated for that class of vehicle 
06/04/2019 21:20,-£30.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,-£30.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 21:21,-£30.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 21:22,£0.00,Post NtO,Duke Street,Deansgate,Affixed to vehicle,Parking Places,£70.00,23,Parked in a parking place or area not designated for that class of vehicle 
06/04/2019 21:28,£0.00,Pre-NtO Full Rate,Park Crescent,Rusholme,Affixed to vehicle,Disabled Persons Parking Place,£70.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
06/04/2019 21:29,-£35.00,Post NtO,Sidney Street,Hulme,Postal-vehicle drive away,Disabled Persons Parking Place,£0.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
06/04/2019 21:31,-£35.00,Pre-NtO Discount,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,23,Parked in a parking place or area not designated for that class of vehicle 
06/04/2019 21:32,-£35.00,Pre-NtO Discount,Wilmslow Road (Rusholme),Rusholme,Affixed to vehicle,Taxi Stand,£0.00,45,Parked on a taxi rank  
06/04/2019 21:32,-£70.00,Pre-NtO Full Rate,Crescent Range,Rusholme,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 21:34,-£30.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 21:35,-£35.00,Pre-NtO Discount,Wilmslow Road (Rusholme),Rusholme,Affixed to vehicle,Taxi Stand,£0.00,45,Parked on a taxi rank  
06/04/2019 21:36,-£70.00,Post NtO,Thurloe Street,Rusholme,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 21:37,-£70.00,Pre-NtO Full Rate,Thurloe Street,Rusholme,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 21:38,-£35.00,Pre-NtO Discount,Wilmslow Road (Rusholme),Rusholme,Affixed to vehicle,Taxi Stand,£0.00,45,Parked on a taxi rank  
06/04/2019 21:39,-£70.00,Pre-NtO Full Rate,Thurloe Street,Rusholme,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 21:40,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 21:42,-£35.00,Pre-NtO Discount,Liverpool Road,Deansgate,Affixed to vehicle,Taxi Clearway,£0.00,45,Parked on a taxi rank  
06/04/2019 21:42,-£35.00,Pre-NtO Discount,Thurloe Street,Rusholme,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 21:44,-£35.00,Pre-NtO Discount,Liverpool Road,Deansgate,Affixed to vehicle,Bus Parking Place,£0.00,23,Parked in a parking place or area not designated for that class of vehicle 
06/04/2019 21:45,-£35.00,Post NtO,Wilmslow Road (Rusholme),Rusholme,Postal-vehicle drive away,No Loading at Any Time,£0.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
06/04/2019 21:45,-£35.00,Pre-NtO Discount,Thurloe Street,Rusholme,Affixed to vehicle,No Loading at Any Time,£0.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
06/04/2019 21:47,£0.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£60.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 21:48,-£35.00,Pre-NtO Discount,Wilmslow Road (Rusholme ),Rusholme,Affixed to vehicle,Restricted Area,£0.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
06/04/2019 21:48,-£35.00,Pre-NtO Discount,Grosvenor Street,Ardwick,Affixed to vehicle,GV Loading Bay,£0.00,23,Parked in a parking place or area not designated for that class of vehicle 
06/04/2019 21:49,-£35.00,Pre-NtO Discount,Grosvenor Street,Ardwick,Affixed to vehicle,GV Loading Bay,£0.00,23,Parked in a parking place or area not designated for that class of vehicle 
06/04/2019 21:53,£0.00,Pre-NtO Full Rate,Walmer Street (Moss Side),Moss Side,Affixed to vehicle,Restricted Area,£70.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 21:55,£0.00,Post CC,Aspinall Street,Moss Side,Postal-vehicle drive away,No Waiting At Any Time,£105.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 21:58,-£35.00,Pre-NtO Discount,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 21:58,-£35.00,Pre-NtO Discount,Claremont Road (Moss Side),Moss Side,Affixed to vehicle,No Loading at Any Time,£0.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
06/04/2019 21:58,-£30.00,Post NtO,Wilbraham Road (South of Barlow Moor Road),Chorlton,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 21:59,£0.00,Post NtO,Aspinall Street,Moss Side,Affixed to vehicle,No Waiting At Any Time,£70.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 22:01,-£35.00,Pre-NtO Discount,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 22:03,£0.00,Post NtO,Wilmslow Road (Rusholme),Rusholme,Affixed to vehicle,Taxi Stand,£70.00,45,Parked on a taxi rank  
06/04/2019 22:04,-£35.00,Pre-NtO Full Rate,Wilmslow Road (Rusholme),Rusholme,Handed To Driver,Disabled Persons Parking Place,£0.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
06/04/2019 22:05,£0.00,Post NtO,Oxford Road (Ardwick),Ardwick,Affixed to vehicle,No Loading at Any Time,£70.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
06/04/2019 22:07,-£35.00,Pre-NtO Discount,Wilmslow Road (Rusholme),Rusholme,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
06/04/2019 22:07,-£35.00,Pre-NtO Discount,Oxford Road (Ardwick),Ardwick,Affixed to vehicle,No Loading at Any Time,£0.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
06/04/2019 22:09,-£35.00,Pre-NtO Discount,Wilmslow Road (Rusholme),Rusholme,Affixed to vehicle,No Loading at Any Time,£0.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
06/04/2019 22:10,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 22:13,-£35.00,Pre-NtO Discount,Watson Street,Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,23,Parked in a parking place or area not designated for that class of vehicle 
06/04/2019 22:14,-£35.00,Pre-NtO Discount,Park Crescent,Rusholme,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
06/04/2019 22:15,£0.00,Pre-NtO Full Rate,Thurloe Street,Rusholme,Postal-vehicle drive away,No Loading at Any Time,£0.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
06/04/2019 22:17,£0.00,Post NtO,THURLOE STREET CAR PARK,Rusholme,Affixed to vehicle,Car Park,£70.00,87,Parked in a disabled person's parking space without clearly displaying a valid disabled person's badge H
06/04/2019 22:18,-£35.00,Pre-NtO Discount,Watson Street,Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,23,Parked in a parking place or area not designated for that class of vehicle 
06/04/2019 22:18,-£35.00,Pre-NtO Discount,Sidney Street,Hulme,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
06/04/2019 22:18,-£35.00,Pre-NtO Discount,Oxford Road (Ardwick),Ardwick,Affixed to vehicle,No Loading at Any Time,£0.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
06/04/2019 22:19,-£35.00,Pre-NtO Discount,Park Crescent,Rusholme,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 22:20,£0.00,Post NtO,THURLOE STREET CAR PARK,Rusholme,Affixed to vehicle,Car Park,£50.00,86,Not parked correctly within the markings of a bay or space 
06/04/2019 22:22,£0.00,Pre-NtO Full Rate,Oxford Road (Ardwick),Ardwick,Postal - Prevented From Serving,No Loading at Any Time,£0.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
06/04/2019 22:25,-£70.00,Pre-NtO Full Rate,Thurloe Street,Rusholme,Affixed to vehicle,No Loading at Any Time,£0.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
06/04/2019 22:26,-£35.00,Post NtO,Thurloe Street,Rusholme,Postal-vehicle drive away,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 22:28,-£35.00,Pre-NtO Discount,Thurloe Street,Rusholme,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 22:28,£0.00,Post NtO,Watson Street,Deansgate,Affixed to vehicle,GV Loading Bay,£70.00,23,Parked in a parking place or area not designated for that class of vehicle 
06/04/2019 22:33,£0.00,Post NtO,Wilmslow Road (Rusholme),Rusholme,Affixed to vehicle,Disabled Persons Parking Place,£70.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
06/04/2019 22:33,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 22:36,£0.00,Post NtO,Park Crescent,Rusholme,Affixed to vehicle,No Waiting At Any Time,£70.00,26,Vehicle parked more than 50 centimetres from the edge of the carriageway and not within a designated parking place. 
06/04/2019 22:37,-£35.00,Pre-NtO Discount,Wilmslow Road (Rusholme),Rusholme,Affixed to vehicle,Taxi Stand,£0.00,45,Parked on a taxi rank  
06/04/2019 22:39,-£35.00,Pre-NtO Discount,Park Crescent,Rusholme,Handed To Driver,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 22:39,-£35.00,Pre-NtO Discount,Oxford Road (Ardwick),Ardwick,Affixed to vehicle,No Loading at Any Time,£0.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
06/04/2019 22:42,£0.00,Pre-NtO Full Rate,Watson Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£70.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 22:44,£0.00,Post CC,Wilmslow Road (Rusholme),Rusholme,Postal-vehicle drive away,Taxi Stand,£105.00,45,Parked on a taxi rank  
06/04/2019 22:46,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 22:46,-£35.00,Pre-NtO Discount,Oxford Road (Ardwick),Ardwick,Affixed to vehicle,No Loading at Any Time,£0.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
06/04/2019 22:52,-£35.00,Pre-NtO Discount,THURLOE STREET CAR PARK,Rusholme,Affixed to vehicle,Car Park,£0.00,87,Parked in a disabled person's parking space without clearly displaying a valid disabled person's badge H
06/04/2019 22:54,-£35.00,Pre-NtO Discount,THURLOE STREET CAR PARK,Rusholme,Affixed to vehicle,Car Park,£0.00,87,Parked in a disabled person's parking space without clearly displaying a valid disabled person's badge H
06/04/2019 22:56,£0.00,Post NtO,Grandale Street,Moss Side,Affixed to vehicle,No Loading at Any Time,£70.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
06/04/2019 22:59,-£35.00,Pre-NtO Full Rate,Oxford Road (Ardwick),Ardwick,Affixed to vehicle,No Loading at Any Time,£0.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
06/04/2019 23:00,£0.00,Post NtO,Thurloe Street,Rusholme,Affixed to vehicle,No Waiting At Any Time,£70.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 23:01,-£35.00,Pre-NtO Discount,Grandale Street,Moss Side,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 23:03,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 23:04,-£70.00,Pre-NtO Discount,Wilmslow Road (Rusholme),Rusholme,Affixed to vehicle,Taxi Stand,£0.00,45,Parked on a taxi rank  
06/04/2019 23:06,£0.00,Cancelled,Major Street,Piccadilly,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 23:06,-£35.00,Pre-NtO Discount,Park Crescent,Rusholme,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 23:07,-£35.00,Pre-NtO Discount,Wilmslow Road (Rusholme),Rusholme,Affixed to vehicle,Taxi Stand,£0.00,45,Parked on a taxi rank  
06/04/2019 23:13,-£35.00,Pre-NtO Discount,Claremont Road (Moss Side),Moss Side,Affixed to vehicle,No Loading at Any Time,£0.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
06/04/2019 23:15,-£35.00,Pre-NtO Discount,Claremont Road (Moss Side),Moss Side,Affixed to vehicle,No Loading at Any Time,£0.00,2,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force 
06/04/2019 23:21,£0.00,Post NtO,Silver Street,City Centre,Bus Lane Posted,No Waiting At Any Time,£70.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 23:22,-£35.00,Pre-NtO Discount,Wilmslow Road (Rusholme),Rusholme,Affixed to vehicle,Taxi Stand,£0.00,45,Parked on a taxi rank  
06/04/2019 23:24,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 23:24,£0.00,Post CC,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£90.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 23:27,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 23:29,-£30.00,Post NtO,Wilbraham Road (South of Barlow Moor Road),Chorlton,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 23:30,-£30.00,Post NtO,Wilbraham Road (South of Barlow Moor Road),Chorlton,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 23:31,-£35.00,Pre-NtO Discount,Brazil Street,Piccadilly,Affixed to vehicle,GV Loading Bay,£0.00,25,Parked in a loading place during restricted hours without loading 
06/04/2019 23:33,£0.00,Post CC,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£90.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 23:35,£0.00,Post NtO,Thurloe Street,Rusholme,Affixed to vehicle,No Waiting At Any Time,£70.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 23:38,£0.00,Pre-NtO Full Rate,Wilmslow Road (Rusholme),Rusholme,Affixed to vehicle,Disabled Persons Parking Place,£70.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
06/04/2019 23:40,£0.00,Post CC,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£90.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 23:43,-£35.00,Pre-NtO Discount,Wilmslow Road (Rusholme),Rusholme,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
06/04/2019 23:44,-£70.00,Pre-NtO Full Rate,Mount Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,23,Parked in a parking place or area not designated for that class of vehicle 
06/04/2019 23:46,-£140.00,Pre-NtO Discount,Wilmslow Road (Rusholme),Rusholme,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
06/04/2019 23:50,-£35.00,Pre-NtO Discount,Nicholas Street,Deansgate,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40,Parked in a designated disabled person's parking place without displaying a valid disabled person's badge. 
06/04/2019 23:51,-£35.00,Pre-NtO Discount,Walmer Street East,Rusholme,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
06/04/2019 23:56,£0.00,Pre-NtO Full Rate,Wilmslow Road (Rusholme),Rusholme,Affixed to vehicle,Taxi Stand,£70.00,45,Parked on a taxi rank  
06/04/2019 23:56,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 23:57,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
06/04/2019 23:58,£0.00,Post NtO,Wilmslow Road (Rusholme),Rusholme,Affixed to vehicle,Taxi Stand,£70.00,45,Parked on a taxi rank  
07/04/2019 00:09,-£35.00,Pre-NtO Discount,Queen Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
07/04/2019 00:10,-£35.00,Pre-NtO Discount,St James`s Square,Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,23,Parked in a parking place or area not designated for that class of vehicle 
07/04/2019 00:11,£0.00,Post NtO,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,GV Loading Bay,£70.00,23,Parked in a parking place or area not designated for that class of vehicle 
07/04/2019 00:16,£0.00,Post NtO,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,No Waiting At Any Time,£70.00,1,Parked in a restricted street during prescribed hours 
07/04/2019 00:19,-£35.00,Pre-NtO Discount,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
07/04/2019 00:21,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
07/04/2019 00:25,-£35.00,Pre-NtO Full Rate,Tib Street (City Centre),Piccadilly,Affixed to vehicle,GV Loading Bay,£0.00,23,Parked in a parking place or area not designated for that class of vehicle 
07/04/2019 00:35,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34,Driving in a Bus Lane or Bus Gate
07/04/2019 00:38,-£70.00,Post NtO,Deansgate,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
07/04/2019 00:39,-£35.00,Pre-NtO Discount,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1,Parked in a restricted street during prescribed hours 
